image_0.jpg,27,0,1
image_1.jpg,29,0,0
image_10.jpg,36,0,3
image_11.jpg,9,0,0
image_12.jpg,23,1,2
image_13.jpg,45,0,3
image_14.jpg,27,1,1
image_15.jpg,59,0,1
image_16.jpg,31,1,0
image_17.jpg,32,0,1
image_18.jpg,64,0,0
image_19.jpg,0,1,2
image_2.jpg,65,1,0
image_20.jpg,25,1,4
image_21.jpg,21,1,4
image_22.jpg,28,1,4
image_23.jpg,22,1,0
image_24.jpg,30,1,0
image_25.jpg,36,1,1
image_26.jpg,23,1,0
image_27.jpg,28,1,0
image_28.jpg,3,0,0
image_29.jpg,29,0,0
image_3.jpg,33,0,0
image_30.jpg,32,0,1
image_31.jpg,32,0,0
image_32.jpg,30,1,1
image_33.jpg,37,1,3
image_34.jpg,50,0,3
image_35.jpg,5,0,3
image_36.jpg,53,0,0
image_37.jpg,8,1,0
image_38.jpg,49,0,1
image_39.jpg,50,0,3
image_4.jpg,25,1,1
image_40.jpg,20,0,0
image_41.jpg,31,1,0
image_42.jpg,31,1,2
image_43.jpg,23,0,1
image_44.jpg,50,0,3
image_45.jpg,31,1,1
image_46.jpg,25,1,1
image_47.jpg,31,1,4
image_48.jpg,37,1,1
image_49.jpg,32,0,0
image_5.jpg,50,1,3
image_50.jpg,50,1,3
image_51.jpg,22,1,1
image_52.jpg,59,0,0
image_53.jpg,31,1,0
image_54.jpg,31,0,0
image_55.jpg,50,0,1
image_56.jpg,31,1,0
image_57.jpg,9,1,0
image_58.jpg,31,0,1
image_59.jpg,54,0,2
image_6.jpg,26,0,1
image_60.jpg,0,1,4
image_61.jpg,28,0,1
image_62.jpg,37,0,0
image_63.jpg,50,1,1
image_64.jpg,50,0,2
image_65.jpg,50,1,3
image_66.jpg,45,0,0
image_67.jpg,31,0,0
image_68.jpg,37,0,0
image_69.jpg,31,1,0
image_7.jpg,37,0,1
image_70.jpg,1,0,2
image_71.jpg,21,0,2
image_72.jpg,50,1,1
image_73.jpg,50,0,1
image_74.jpg,31,0,1
image_75.jpg,31,0,0
image_76.jpg,31,1,0
image_77.jpg,32,0,0
image_78.jpg,31,0,4
image_79.jpg,31,1,0
image_8.jpg,26,0,1
image_80.jpg,31,1,0
image_81.jpg,27,0,1
image_82.jpg,31,0,0
image_83.jpg,20,0,0
image_84.jpg,50,1,3
image_85.jpg,31,0,1
image_86.jpg,28,0,0
image_87.jpg,24,0,0
image_88.jpg,37,0,2
image_89.jpg,37,1,0
image_9.jpg,26,1,1
image_90.jpg,32,0,0
image_91.jpg,32,1,0
image_92.jpg,31,1,1
image_93.jpg,0,1,4
image_94.jpg,37,0,2
image_95.jpg,17,1,1
image_96.jpg,32,1,0
image_97.jpg,31,1,0
image_98.jpg,0,1,4
image_99.jpg,37,1,0
